,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
201,395400,KR7395400005,SK리츠,KOSPI,,5640,1,40,0.71,5590,5640,5560,336002,1887297920,1697739376800,301017620,STK
202,161890,KR7161890009,한국콜마,KOSPI,,71600,1,400,0.56,71700,72000,70600,223225,15878919100,1690123513200,23605077,STK
203,003090,KR7003090008,대웅,KOSPI,,28900,1,350,1.23,28850,29950,28150,189773,5509362525,1680303222000,58141980,STK
204,003240,KR7003240009,태광산업,KOSPI,,1500000,1,301000,25.1,1212000,1550000,1166000,14763,20461717500,1670100000000,1113400,STK
205,020560,KR7020560009,아시아나항공,KOSPI,,8050,1,280,3.6,7850,8200,7800,539737,4341110345,1658225223550,205990711,STK
206,007310,KR7007310006,오뚜기,KOSPI,,407000,2,-4000,-0.97,410000,411000,404500,7176,2917250750,1631186810000,4007830,STK
207,294870,KR7294870001,HDC현대산업개발,KOSPI,,24300,1,400,1.67,24250,24700,23850,447534,10916168600,1601548119000,65907330,STK
208,001800,KR7001800002,오리온홀딩스,KOSPI,,24950,1,100,0.4,24950,25400,24500,227169,5669389400,1563003278900,62645422,STK
209,012630,KR7012630000,HDC,KOSPI,,24950,1,450,1.84,24550,25300,24225,165905,4125471475,1490555938950,59741721,STK
210,051915,KR7051911006,LG화학우,KOSPI,,185500,1,16900,10.02,168600,188000,165200,167062,30110714850,1426272400000,7688800,STK
211,229640,KR7229640008,LS에코에너지,KOSPI,,45500,2,-200,-0.44,47000,47000,45000,187113,8594773975,1393431994500,30624879,STK
212,077970,KR7077970002,STX엔진,KOSPI,,34700,1,350,1.02,34950,35000,34150,180116,6237009525,1393137786100,40148063,STK
213,007810,KR7007810005,코리아써키트,KOSPI,,58500,2,-1900,-3.15,62200,62200,58400,340271,20352117000,1381813933500,23620751,STK
214,330590,KR7330590001,롯데리츠,KOSPI,,4680,3,0,0.0,4680,4785,4650,339381,1593312259,1352374377120,288968884,STK
215,300720,KR7300720000,한일시멘트,KOSPI,,18380,1,290,1.6,18090,18490,18000,117029,2143943480,1351760941420,73545209,STK
216,005300,KR7005300009,롯데칠성,KOSPI,,144300,2,-1700,-1.16,146000,146000,142900,20522,2964764650,1338942961200,9278884,STK
217,004000,KR7004000006,롯데정밀화학,KOSPI,,51400,3,0,0.0,51500,52000,50400,79581,4085920050,1326120000000,25800000,STK
218,001740,KR7001740000,SK네트웍스,KOSPI,,5970,1,60,1.02,5910,6170,5810,2528104,15178662900,1321029074940,221277902,STK
219,000815,KR7000811000,삼성화재우,KOSPI,,425000,1,4000,0.95,424500,426000,414500,19293,8091950010,1317291750000,3099510,STK
220,185750,KR7185750007,종근당,KOSPI,,94700,2,-500,-0.53,95000,95500,94400,31111,2952079600,1307123266000,13802780,STK
221,484870,KR7484870001,엠앤씨솔루션,KOSPI,,141000,2,-8600,-5.75,152000,152000,140700,36945,5254334250,1290699900000,9153900,STK
222,000080,KR7000080002,하이트진로,KOSPI,,18100,2,-20,-0.11,18160,18160,18010,177173,3203438305,1269418359100,70133611,STK
223,181710,KR7181710005,NHN,KOSPI,,38700,2,-1250,-3.13,40350,40350,38500,76991,2995073700,1267546479300,32753139,STK
224,100090,KR7100090000,SK오션플랜트,KOSPI,,20100,1,910,4.74,19820,20200,19600,1035298,20650769770,1255810392900,62478129,STK
225,089860,KR7089860001,롯데렌탈,KOSPI,,34300,2,-50,-0.15,34300,34550,33550,59712,2046716175,1245412008400,36309388,STK
226,082640,KR7082640004,동양생명,KOSPI,,7680,1,120,1.59,7560,8400,7500,2785225,22182504965,1239233932800,161358585,STK
227,415640,KR7415640002,KB발해인프라,KOSPI,,10090,1,70,0.7,10020,10090,9990,150854,1511198220,1236484579320,122545548,STK
228,280360,KR7280360009,롯데웰푸드,KOSPI,,131500,2,-1700,-1.28,132700,133300,130800,22826,3015947500,1223551481000,9304574,STK
229,006650,KR7006650006,대한유화,KOSPI,,188200,2,-2500,-1.31,188900,191700,181100,68990,12888284100,1223300000000,6500000,STK
230,249420,KR7249420001,일동제약,KOSPI,,37650,2,-1450,-3.71,38600,38600,37250,363904,13788604800,1191180187800,31638252,STK
231,192080,KR7192080000,더블유게임즈,KOSPI,,55900,2,-900,-1.58,57000,57000,55200,69613,3890840650,1183596861200,21173468,STK
232,285130,KR7285130001,SK케미칼,KOSPI,,68300,1,3600,5.56,65100,69200,64300,137058,9191309300,1181505717800,17298766,STK
233,009240,KR7009240003,한샘,KOSPI,,50200,2,-200,-0.4,50900,51200,49500,111150,5600000150,1181403185600,23533928,STK
234,298050,KR7298050006,HS효성첨단소재,KOSPI,,263500,1,9500,3.74,257500,268000,254500,31517,8252191000,1180466298000,4479948,STK
235,000670,KR7000670000,영풍,KOSPI,,64000,1,2100,3.39,62400,66100,61600,143319,9207632450,1156988800000,18077950,STK
236,006120,KR7006120000,SK디스커버리,KOSPI,,61800,2,-800,-1.28,63000,63000,61200,19062,1175922750,1133897439000,18347855,STK
237,057050,KR7057050007,현대홈쇼핑,KOSPI,,94200,1,1300,1.4,92200,96300,91100,114939,10796927950,1130400000000,12000000,STK
238,499790,KR7499790004,GS피앤엘,KOSPI,,56800,2,-2300,-3.89,59500,59500,56400,230720,13127896750,1126391768800,19830841,STK
239,195870,KR7195870001,해성디에스,KOSPI,,65500,3,0,0.0,66000,66700,64200,266188,17423690700,1113500000000,17000000,STK
240,071055,KR7071051007,한국금융지주우,KOSPI,,189500,1,8900,4.93,181400,190200,181400,139261,26053182550,1110138564500,5858251,STK
241,075580,KR7075580001,세진중공업,KOSPI,,19380,1,190,0.99,19520,19600,19160,195042,3781199080,1101742457280,56849456,STK
242,000210,KR7000210005,DL,KOSPI,,52500,2,-100,-0.19,52100,53300,51500,106729,5607235650,1100183910000,20955884,STK
243,137310,KR7137310009,에스디바이오센서,KOSPI,,8950,2,-310,-3.35,9260,9260,8800,331093,2997627450,1089654462900,121749102,STK
244,365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4415,2,-15,-0.34,4435,4445,4385,372884,1645470539,1086482935000,246089000,STK
245,066575,KR7066571001,LG전자우,KOSPI,,63000,1,200,0.32,63000,63300,61600,166415,10424744700,1082717496000,17185992,STK
246,192400,KR7192400000,쿠쿠홀딩스,KOSPI,,30100,1,1250,4.33,29500,30150,29200,98516,2936232475,1070421768500,35562185,STK
247,071320,KR7071320006,지역난방공사,KOSPI,,92200,2,-1500,-1.6,94000,96000,91800,88779,8261763200,1067560196800,11578744,STK
248,005690,KR7005690003,파미셀,KOSPI,,17700,2,-440,-2.43,18120,18260,17630,1556883,27823762810,1062300262800,60016964,STK
249,036530,KR7036530004,SNT홀딩스,KOSPI,,65000,2,-800,-1.22,66800,67100,65000,24496,1607042250,1059752590000,16303886,STK
250,00088K,KR700088K015,한화3우B,KOSPI,,54000,1,2300,4.45,52000,55000,51000,141268,7521962250,1047839814000,19404441,STK
251,003470,KR7003470002,유안타증권,KOSPI,,5240,2,-20,-0.38,5350,5390,5170,1629690,8600475875,1045886058240,199596576,STK
252,108320,KR7108320003,LX세미콘,KOSPI,,62900,1,7100,12.72,63600,65600,62100,437499,27690434050,1023024470000,16264300,STK
253,475150,KR7475150009,SK이터닉스,KOSPI,,30300,2,-100,-0.33,30700,31100,30000,968135,29486038000,1022747472600,33754042,STK
254,030190,KR7030190003,NICE평가정보,KOSPI,,17330,2,-180,-1.03,17520,17590,17320,16723,290873315,1020936762910,58911527,STK
255,003160,KR7003160009,디아이,KOSPI,,36000,2,-450,-1.23,37000,37100,35800,332610,12012066975,1018800000000,28300000,STK
256,001270,KR7001270008,부국증권,KOSPI,,97800,2,-600,-0.61,97800,99900,93200,111195,10701365500,1014174850800,10369886,STK
257,004490,KR7004490009,세방전지,KOSPI,,71500,1,200,0.28,71900,71900,70900,53439,3814234150,990990000000,13860000,STK
258,281820,KR7281820001,케이씨텍,KOSPI,,47850,2,-450,-0.93,49300,49350,47400,139919,6716267675,990031955550,20690323,STK
259,009450,KR7009450008,경동나비엔,KOSPI,,67700,2,-400,-0.59,68700,68800,67400,73497,4993032450,986293678400,14568592,STK
260,064960,KR7064960008,SNT모티브,KOSPI,,36950,1,900,2.5,36650,37800,36450,195500,7242069150,980663050400,26540272,STK
261,100840,KR7100840008,SNT에너지,KOSPI,,46800,2,-500,-1.06,48050,48250,46300,146145,6861841900,967860644400,20680783,STK
262,010780,KR7010780005,아이에스동서,KOSPI,,31800,2,-250,-0.78,31750,33200,31350,146866,4731270325,959945836800,30186976,STK
263,079160,KR7079160008,CJ CGV,KOSPI,,5730,2,-160,-2.72,5890,5890,5680,1039834,5982562530,948785381430,165582091,STK
264,317450,KR7317450005,명인제약,KOSPI,,64800,1,2400,3.85,63300,65000,62400,66164,4231912150,946080000000,14600000,STK
265,000370,KR7000370007,한화손해보험,KOSPI,,7980,2,-70,-0.87,8100,8440,7900,3851129,31426739120,931576541700,116738915,STK
266,451800,KR7451800007,한화리츠,KOSPI,,5120,2,-10,-0.19,5130,5130,5040,284323,1445733010,919552000000,179600000,STK
267,248070,KR7248070005,솔루엠,KOSPI,,18940,2,-570,-2.92,19410,19410,18770,480320,9087202660,905639509840,47816236,STK
268,322000,KR7322000001,HD현대에너지솔루션,KOSPI,,80100,2,-1100,-1.35,81400,82500,77800,320019,25841913050,897120000000,11200000,STK
269,093370,KR7093370005,후성,KOSPI,,8300,2,-10,-0.12,8380,8410,8220,565113,4698864920,890219239000,107255330,STK
270,002350,KR7002350007,넥센타이어,KOSPI,,9100,2,-190,-2.05,9290,9400,9000,228147,2093265645,888777680700,97667877,STK
271,033240,KR7033240003,자화전자,KOSPI,,40300,2,-900,-2.18,41200,41350,39850,265608,10736094400,876792430800,21756636,STK
272,003850,KR7003850005,보령,KOSPI,,10190,2,-180,-1.74,10370,10430,10170,217674,2229863415,874171639330,85787207,STK
273,007700,KR7007700008,F&F홀딩스,KOSPI,,22100,2,-200,-0.9,22900,22900,21850,23333,516765850,864427510700,39114367,STK
274,003620,KR7003620002,KG모빌리티,KOSPI,,4270,1,215,5.3,4060,4565,4060,13552979,59677723678,864140874240,202374912,STK
275,001060,KR7001060003,JW중외제약,KOSPI,,37000,2,-200,-0.54,37350,37800,36550,97529,3615858575,861579410000,23285930,STK
276,001510,KR7001510007,SK증권,KOSPI,,1807,2,-5,-0.28,1841,1866,1739,25457634,46021390335,853970438997,472590171,STK
277,002020,KR7002020006,코오롱,KOSPI,,65900,1,800,1.23,65800,67400,64000,77531,5092966350,850616112000,12907680,STK
278,079900,KR7079900007,전진건설로봇,KOSPI,,58200,2,-1100,-1.85,59600,59700,58100,92388,5402888400,849286119000,14592545,STK
279,069260,KR7069260008,TKG휴켐스,KOSPI,,20700,1,400,1.97,20400,20900,20250,191385,3943252700,846186771600,40878588,STK
280,114090,KR7114090004,GKL,KOSPI,,13630,1,120,0.89,13520,13650,13320,311365,4198037425,843092782100,61855670,STK
281,130660,KR7130660004,한전산업,KOSPI,,25100,1,50,0.2,26250,26800,25000,2931038,75748646950,818260000000,32600000,STK
282,001680,KR7001680008,대상,KOSPI,,23600,2,-300,-1.26,24000,24050,23600,130128,3092843750,817693390000,34648025,STK
283,000400,KR7000400002,롯데손해보험,KOSPI,,2630,1,245,10.27,2390,3035,2285,43290441,120007248975,816184521600,310336320,STK
284,005180,KR7005180005,빙그레,KOSPI,,85200,2,-1300,-1.5,87300,87300,84800,30900,2644729850,814145895600,9555703,STK
285,214320,KR7214320004,이노션,KOSPI,,20250,1,100,0.5,20250,20250,19800,270478,5416731545,810000000000,40000000,STK
286,025540,KR7025540006,한국단자,KOSPI,,79800,1,2500,3.23,78200,80200,78000,85512,6798996000,807177000000,10115000,STK
287,001500,KR7001500008,현대차증권,KOSPI,,12890,1,420,3.37,13050,13210,12570,1225252,15804689650,797027937160,61833044,STK
288,456040,KR7456040005,OCI,KOSPI,,89000,1,3000,3.49,87100,91000,86100,127286,11226560000,796772055000,8952495,STK
289,014820,KR7014820005,동원시스템즈,KOSPI,,27400,2,-500,-1.79,27800,27950,27000,76928,2113841625,794361126800,28991282,STK
290,000640,KR7000640003,동아쏘시오홀딩스,KOSPI,,120600,1,700,0.58,120100,121900,118200,18270,2194170700,788293940400,6536434,STK
291,005250,KR7005250006,녹십자홀딩스,KOSPI,,16550,2,-260,-1.55,16800,16800,16520,92101,1531114590,778316875500,47028210,STK
292,00104K,KR700104K010,CJ4우(전환),KOSPI,,182500,2,-500,-0.27,183000,185200,180400,6445,1178710850,771338440000,4226512,STK
293,039130,KR7039130000,하나투어,KOSPI,,49350,1,150,0.3,49350,49600,48550,137992,6796667525,764428144200,15489932,STK
294,0120G0,KR70120G0001,삼양바이오팜,KOSPI,,102000,2,-900,-0.87,104500,108600,99300,89115,9316537450,758458740000,7435870,STK
295,383800,KR7383800000,LX홀딩스,KOSPI,,9840,1,510,5.47,9590,9890,9510,717122,6965906255,750601989600,76280690,STK
296,381970,KR7381970003,케이카,KOSPI,,14990,3,0,0.0,15090,15090,14970,85243,1278979385,731824511520,48820848,STK
297,005880,KR7005880000,대한해운,KOSPI,,2250,2,-45,-1.96,2300,2310,2200,4759697,10722139567,726181515000,322747340,STK
298,003545,KR7003541000,대신증권우,KOSPI,,27900,2,-400,-1.41,28350,28400,27500,104053,2920765600,725400000000,26000000,STK
299,017940,KR7017940008,E1,KOSPI,,105200,3,0,0.0,106800,106800,103200,25584,2678640000,721672000000,6860000,STK
300,293940,KR7293940003,신한알파리츠,KOSPI,,5910,2,-40,-0.67,5950,5950,5850,261675,1543014655,714756126930,120940123,STK
301,002840,KR7002840007,미원상사,KOSPI,,149600,2,-4700,-3.05,154300,154800,149600,5463,831661850,710600000000,4750000,STK
302,058650,KR7058650003,세아홀딩스,KOSPI,,164000,1,5300,3.34,160000,164700,158000,9119,1477474850,707370704000,4313236,STK
303,005090,KR7005090006,SGC에너지,KOSPI,,48850,1,1800,3.83,49600,52500,47900,271417,13504989250,703895917050,14409333,STK
304,008730,KR7008730004,율촌화학,KOSPI,,27800,2,-450,-1.59,28300,28350,27500,109409,3041317075,689440000000,24800000,STK
305,005420,KR7005420005,코스모화학,KOSPI,,17740,1,80,0.45,18000,18050,17550,325694,5812707960,681361964720,38408228,STK
306,268280,KR7268280005,미원에스씨,KOSPI,,136100,2,-7000,-4.89,141600,141700,136100,3554,492194050,680500000000,5000000,STK
307,090460,KR7090460007,비에이치,KOSPI,,20100,2,-100,-0.5,20550,20550,20050,235009,4760935575,677601913800,33711538,STK
308,005389,KR7005383005,현대차3우B,KOSPI,,289500,1,17500,6.43,274500,291000,274500,52505,14994758500,673797354000,2327452,STK
309,093050,KR7093050003,LF,KOSPI,,22950,1,200,0.88,23100,23250,22800,39776,916077100,671058000000,29240000,STK
310,016610,KR7016610008,DB증권,KOSPI,,15790,1,100,0.64,16040,16190,15650,261953,4156913890,670228482310,42446389,STK
311,950210,KR8702070002,프레스티지바이오파마,KOSPI,,11130,2,-270,-2.37,11410,11500,11040,167897,1889167610,668870205150,60096155,STK
312,016590,KR7016590002,신대양제지,KOSPI,,16400,1,1000,6.49,15540,16800,15280,80833,1294774460,660884248000,40297820,STK
313,019170,KR7019170000,신풍제약,KOSPI,,12430,2,-170,-1.35,12640,12660,12410,185554,2311237015,658603425700,52984990,STK
314,452260,KR7452260003,한화갤러리아,KOSPI,,3300,1,215,6.97,3185,3795,3150,52631518,183705109966,639736713000,193859610,STK
315,001570,KR7001570001,금양,KOSPI,,9900,0,0,0.0,0,0,0,0,0,633275240400,63967196,STK
316,377740,KR7377740006,바이오노트,KOSPI,,6200,2,-30,-0.48,6230,6260,6130,207660,1284430615,632747497600,102056048,STK
317,336370,KR7336370002,솔루스첨단소재,KOSPI,,8940,2,-90,-1.0,9150,9170,8920,290744,2617923680,627743055360,70217344,STK
318,002240,KR7002240000,고려제강,KOSPI,,23100,2,-300,-1.28,23400,23700,23100,19038,444073900,623700000000,27000000,STK
319,004690,KR7004690004,삼천리,KOSPI,,153600,1,100,0.07,154100,154800,152300,12692,1948301700,622851840000,4055025,STK
320,094800,KR7094800000,맵스리얼티,KOSPI,,6670,1,120,1.83,6550,6720,6550,173846,1156448275,619204987770,92834331,STK
321,006380,KR7006380000,카프로,KOSPI,,3660,0,0,0.0,0,0,0,0,0,618539985360,168999996,STK
322,178920,KR7178920005,PI첨단소재,KOSPI,,20900,1,250,1.21,21200,21250,20400,243216,5044503100,613756129800,29366322,STK
323,016380,KR7016380008,KG스틸,KOSPI,,6130,1,80,1.32,6100,6180,6080,334556,2053141685,613054538610,100008897,STK
324,002960,KR7002960003,한국쉘석유,KOSPI,,467500,1,3500,0.75,467000,469500,464500,2380,1111577250,607750000000,1300000,STK
325,002030,KR7002030005,아세아,KOSPI,,293000,1,500,0.17,292500,309000,288500,7019,2074216500,607285278000,2072646,STK
326,006220,KR7006220008,제주은행,KOSPI,,16040,2,-480,-2.91,16520,17290,15800,2278915,37574409480,606288854280,37798557,STK
327,003030,KR7003030004,세아제강지주,KOSPI,,146300,1,800,0.55,146600,152500,145100,31380,4631678200,605924419100,4141657,STK
328,284740,KR7284740008,쿠쿠홈시스,KOSPI,,26950,1,950,3.65,26050,27100,26050,28883,770742075,604686043500,22437330,STK
329,009410,KR7009410002,태영건설,KOSPI,,2010,1,50,2.55,1964,2050,1901,1906377,3818349723,598156056780,297590078,STK
330,029530,KR7029530003,신도리코,KOSPI,,59300,1,600,1.02,59100,60200,58100,25691,1527120400,597745719700,10080029,STK
331,001820,KR7001820000,삼화콘덴서,KOSPI,,57200,2,-3500,-5.77,61500,61600,56100,560937,32340663150,594594000000,10395000,STK
332,005810,KR7005810007,풍산홀딩스,KOSPI,,41200,2,-100,-0.24,41450,41450,40800,35629,1463741525,593992430400,14417292,STK
333,271940,KR7271940009,일진하이솔루스,KOSPI,,16300,1,1690,11.57,16680,17190,15900,466261,7619473345,591904997000,36313190,STK
334,105630,KR7105630008,한세실업,KOSPI,,14500,1,170,1.19,14670,14740,14400,176027,2559767860,580000000000,40000000,STK
335,009900,KR7009900002,명신산업,KOSPI,,11000,1,1750,18.92,9360,11710,9330,6600027,72361675465,577171463000,52470133,STK
336,014830,KR7014830004,유니드,KOSPI,,84000,1,1100,1.33,83800,84800,82300,21767,1828499850,568478400000,6767600,STK
337,145720,KR7145720009,덴티움,KOSPI,,51200,2,-500,-0.97,51700,52500,51200,24863,1283802200,566724096000,11068830,STK
338,090435,KR7090431008,아모레퍼시픽우,KOSPI,,53600,3,0,0.0,53600,53900,52500,18022,959409350,565899688000,10557830,STK
339,000070,KR7000070003,삼양홀딩스,KOSPI,,72600,1,700,0.97,72400,73100,71200,22440,1620217400,563607666600,7763191,STK
340,034310,KR7034310003,NICE,KOSPI,,15280,1,50,0.33,15300,15350,15020,63302,963741385,561649358960,36757157,STK
341,192650,KR7192650000,드림텍,KOSPI,,8090,2,-60,-0.74,8200,8260,8040,450520,3665233125,557789530340,68948026,STK
342,145990,KR7145990008,삼양사,KOSPI,,52500,1,100,0.19,52600,53000,51900,20086,1052563050,541456072500,10313449,STK
343,105840,KR7105840003,우진,KOSPI,,26750,2,-50,-0.19,27200,27500,26300,839131,22482493425,540287672500,20197670,STK
344,453340,KR7453340002,현대그린푸드,KOSPI,,16440,1,20,0.12,16560,16690,16290,73113,1204006530,539550048240,32819346,STK
345,161000,KR7161000005,애경케미칼,KOSPI,,11050,3,0,0.0,11100,11490,10860,406740,4510039415,537568234450,48648709,STK
346,003300,KR7003300001,한일홀딩스,KOSPI,,17400,1,330,1.93,17080,17520,17020,36892,638060000,536492181600,30832884,STK
347,009155,KR7009151002,삼성전기우,KOSPI,,183800,1,4500,2.51,190100,191000,180300,65211,11951969500,534303659200,2906984,STK
348,004700,KR7004700001,조광피혁,KOSPI,,79800,1,2100,2.7,78900,79900,75700,14364,1119697600,530601212400,6649138,STK
349,003000,KR7003000007,부광약품,KOSPI,,5360,2,-510,-8.69,5980,6000,5300,4664879,26053262745,528842636560,98664671,STK
350,089590,KR7089590004,제주항공,KOSPI,,6460,2,-60,-0.92,6520,6790,6410,909435,6016280335,520940763100,80640985,STK
351,170900,KR7170900005,동아에스티,KOSPI,,54700,2,-600,-1.08,55600,55600,54200,64635,3533643000,511590009700,9352651,STK
352,017810,KR7017810003,풀무원,KOSPI,,13400,2,-180,-1.33,13610,13620,13380,64353,866091195,510815262800,38120542,STK
353,001200,KR7001200005,유진투자증권,KOSPI,,5250,3,0,0.0,5340,5480,5150,3326422,17638010470,508548694500,96866418,STK
354,020000,KR7020000006,한섬,KOSPI,,22450,1,650,2.98,22050,22850,21600,143746,3217858475,503727420150,22437747,STK
355,026890,KR7026890004,스틱인베스트먼트,KOSPI,,11960,2,-670,-5.3,12680,12690,11910,230621,2803131310,498470973000,41678175,STK
356,344820,KR7344820006,KCC글라스,KOSPI,,31050,1,100,0.32,31100,31450,30900,73780,2302382000,495884397600,15970512,STK
357,005945,KR7005941000,NH투자증권우,KOSPI,,26150,2,-150,-0.57,26500,26650,26000,106937,2807669275,493475813200,18870968,STK
358,016800,KR7016800005,퍼시스,KOSPI,,42850,1,300,0.71,42900,42900,42400,405,17321150,492775000000,11500000,STK
359,097520,KR7097520001,엠씨넥스,KOSPI,,28300,2,-50,-0.18,28750,28750,28250,52431,1493834450,492462450000,17401500,STK
360,006110,KR7006110001,삼아알미늄,KOSPI,,32400,2,-350,-1.07,33250,33250,31950,95775,3127591900,489999942000,15123455,STK
361,183190,KR7183190008,아세아시멘트,KOSPI,,13120,2,-100,-0.76,13220,13400,13010,107155,1414206840,484490872960,36927658,STK
362,010690,KR7010690006,화신,KOSPI,,13820,1,670,5.1,13440,14490,13390,2191632,30756925040,482600066200,34920410,STK
363,448730,KR7448730002,삼성FN리츠,KOSPI,,5300,3,0,0.0,5300,5320,5230,497684,2597118855,482565000000,91050000,STK
364,015360,KR7015360001,INVENI,KOSPI,,84500,2,-1300,-1.52,85800,86000,84100,34793,2945441700,481650000000,5700000,STK
365,006340,KR7006340004,대원전선,KOSPI,,6190,2,-320,-4.92,7020,7170,6120,33937107,221799562840,477092213490,77074671,STK
366,060980,KR7060980000,HL홀딩스,KOSPI,,51600,1,3800,7.95,48350,52800,48250,123346,6292986050,475415413200,9213477,STK
367,001530,KR7001530005,DI동일,KOSPI,,24000,1,150,0.63,24250,24300,23800,51276,1231220800,473502720000,19729280,STK
368,009290,KR7009290008,광동제약,KOSPI,,9500,2,-660,-6.5,10170,10220,9350,2687577,25910313705,473098176000,49799808,STK
369,072710,KR7072710007,농심홀딩스,KOSPI,,100800,2,-500,-0.49,101100,101800,100200,14410,1455993700,467489232000,4637790,STK
370,091810,KR7091810002,티웨이항공,KOSPI,,1382,2,-18,-1.29,1400,1435,1382,1608066,2262556459,464329936370,335984035,STK
371,037270,KR7037270006,YG PLUS,KOSPI,,7290,2,-100,-1.35,7400,7410,7200,950290,6928265700,464104071900,63663110,STK
372,138490,KR7138490008,코오롱ENP,KOSPI,,12100,1,490,4.22,11460,12540,11410,222295,2695991565,459800000000,38000000,STK
373,015860,KR7015860000,일진홀딩스,KOSPI,,9280,1,320,3.57,9420,10090,9190,624697,5994568560,457944642240,49347483,STK
374,460860,KR7460860000,동국제강,KOSPI,,9220,1,260,2.9,8990,9330,8800,513894,4741098900,457385916740,49608017,STK
375,018250,KR7018250001,애경산업,KOSPI,,17280,2,-720,-4.0,17810,17810,17020,324541,5579322085,456363676800,26409935,STK
376,000157,KR7000152009,두산2우B,KOSPI,,507000,1,19500,4.0,487500,512000,487500,3361,1685730250,452770266000,893038,STK
377,003280,KR7003280005,흥아해운,KOSPI,,1881,2,-53,-2.74,1891,1958,1880,6990219,13332930983,452239235019,240424899,STK
378,005610,KR7005610001,SPC삼립,KOSPI,,52400,1,500,0.96,51900,52700,51600,10817,564568850,452160071600,8629009,STK
379,200880,KR7200880003,서연이화,KOSPI,,16700,1,670,4.18,16220,17170,16210,557879,9348947115,451374897900,27028437,STK
380,357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4585,2,-55,-1.19,4640,4640,4580,203396,936412635,446282598090,97335354,STK
381,031430,KR7031430002,신세계인터내셔날,KOSPI,,12560,2,-30,-0.24,12620,12630,12470,70460,883391970,443908080000,35343000,STK
382,084010,KR7084010008,대한제강,KOSPI,,12850,1,10,0.08,13180,13180,12780,59119,762823805,441675008600,34371596,STK
383,002310,KR7002310001,아세아제지,KOSPI,,10770,1,170,1.6,10700,10770,10300,383644,4072519350,435996632700,40482510,STK
384,029460,KR7029460003,케이씨,KOSPI,,32750,3,0,0.0,33300,33700,32500,32776,1083202900,433323863250,13231263,STK
385,011930,KR7011930005,신성이엔지,KOSPI,,2085,2,-60,-2.8,2180,2180,2065,9699248,20454621174,429193394835,205848151,STK
386,034830,KR7034830000,한국토지신탁,KOSPI,,1698,2,-18,-1.05,1716,1778,1687,12386363,21363203156,428726712540,252489230,STK
387,012030,KR7012030003,DB,KOSPI,,2130,1,30,1.43,2110,2245,2060,5621856,12202131794,428500477290,201173933,STK
388,008060,KR7008060006,대덕,KOSPI,,12500,1,140,1.13,12510,12700,12340,103547,1293024005,423626875000,33890150,STK
389,002810,KR7002810000,삼영무역,KOSPI,,22750,1,100,0.44,22750,23250,22650,39988,914199525,420123067000,18466948,STK
390,004310,KR7004310009,현대약품,KOSPI,,13110,1,10,0.08,13200,13940,13000,2025509,27052876985,419520000000,32000000,STK
391,002710,KR7002710002,TCC스틸,KOSPI,,16000,2,-30,-0.19,16110,16270,15900,146517,2353338100,419419152000,26213697,STK
392,126720,KR7126720002,수산인더스트리,KOSPI,,29350,2,-50,-0.17,29300,29650,29100,71049,2086133425,419294100000,14286000,STK
393,027410,KR7027410000,BGF,KOSPI,,4375,1,65,1.51,4310,4390,4305,304045,1324006318,418760960625,95716791,STK
394,005720,KR7005720008,넥센,KOSPI,,7800,2,-140,-1.76,7880,8090,7800,111196,875527200,417643020600,53543977,STK
395,011500,KR7011500006,한농화성,KOSPI,,26650,1,550,2.11,26950,29450,26550,3635038,100154940550,416727169300,15637042,STK
396,194370,KR7194370003,제이에스코퍼레이션,KOSPI,,14250,2,-200,-1.38,14580,14580,14010,108097,1534471550,413488801500,29016758,STK
397,092200,KR7092200005,디아이씨,KOSPI,,10590,1,260,2.52,10410,11140,10410,1800916,19498534950,411829945710,38888569,STK
398,128820,KR7128820008,대성산업,KOSPI,,8960,2,-290,-3.14,9250,9360,8960,912913,8307680655,405309882880,45235478,STK
399,348950,KR7348950007,제이알글로벌리츠,KOSPI,,2015,2,-20,-0.98,2025,2045,2000,4187114,8111676995,397712640000,197376000,STK
400,403550,KR7403550007,쏘카,KOSPI,,12100,1,170,1.42,11900,12600,11600,58652,702118850,397387014200,32841902,STK
401,003520,KR7003520004,영진약품,KOSPI,,2170,1,85,4.08,2100,2320,2100,5475420,12197821748,396877226270,182892731,STK
402,000650,KR7000650002,천일고속,KOSPI,,276000,2,-3500,-1.25,279500,281000,275500,8234,2284268000,394464720000,1429220,STK
403,001390,KR7001390004,KG케미칼,KOSPI,,5810,3,0,0.0,5820,6010,5740,567004,3320389895,390623904300,67233030,STK
404,272450,KR7272450008,진에어,KOSPI,,7470,1,170,2.33,7390,7630,7310,451135,3384810845,389934000000,52200000,STK
405,126560,KR7126560002,현대퓨처넷,KOSPI,,3535,2,-5,-0.14,3540,3565,3490,228192,804695049,389567410575,110202945,STK
406,084690,KR7084690007,대상홀딩스,KOSPI,,10680,1,80,0.75,10670,10960,10510,203431,2182019125,386749905840,36212538,STK
407,011760,KR7011760006,현대코퍼레이션,KOSPI,,29100,1,700,2.46,28650,29450,28550,62497,1815124500,384962910600,13228966,STK
