,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
463,179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,7210,2,-90,-1.23,7260,7340,7200,88051,638949790,233356538380,32365678,KSQ
464,243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,6030,2,-180,-2.9,6330,6460,6010,287332,1765982280,232506157050,38558235,KSQ
465,264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,7640,2,-80,-1.04,7770,8000,7590,712696,5544511545,231450835680,30294612,KSQ
466,439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,14100,2,-70,-0.49,14330,14390,14100,40342,572579055,231074466000,16388260,KSQ
467,033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,10100,2,-40,-0.39,10170,10300,10000,195868,1976057965,229505208800,22723288,KSQ
468,002230,KR7002230001,피에스텍,KOSDAQ,중견기업부,11850,1,250,2.16,11600,12210,11110,585861,6780416355,228394767000,19273820,KSQ
469,482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,20850,2,-1800,-7.95,22700,23050,20750,372135,8034623300,228185319000,10944140,KSQ
470,300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,13820,1,390,2.9,13600,13990,13460,123561,1688247600,228105332820,16505451,KSQ
471,088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,3020,2,-10,-0.33,3035,3115,3000,400594,1226203048,228029430680,75506434,KSQ
472,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,9800,1,460,4.93,9360,9970,9290,413953,4001557760,227921981000,23257345,KSQ
473,036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,14460,1,310,2.19,14200,14600,14170,34043,491256365,227745000000,15750000,KSQ
474,322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,24300,2,-900,-3.57,25650,25750,24100,117909,2917144225,227606970600,9366542,KSQ
475,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,4865,2,-65,-1.32,4905,4925,4815,93681,456294770,227368903195,46735643,KSQ
476,084850,KR7084850007,아이티엠반도체,KOSDAQ GLOBAL,중견기업부,10000,2,-40,-0.4,10070,10200,9910,53837,538491620,226829340000,22682934,KSQ
477,289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,4165,1,235,5.98,3975,4445,3960,5865275,25005451667,226227481130,54316322,KSQ
478,473980,KR7473980001,노머스,KOSDAQ,기술성장기업부,20350,2,-1700,-7.71,21800,22000,20200,446113,9198341575,225016502700,11057322,KSQ
479,041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,4520,1,55,1.23,4480,4625,4475,486520,2210741235,224759250960,49725498,KSQ
480,039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,5900,4,1360,29.96,4535,5900,4525,7936966,44033049630,224749012700,38093053,KSQ
481,047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,6120,2,-110,-1.77,6310,6370,5980,682516,4175030245,224057820600,36610755,KSQ
482,230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,16830,2,-310,-1.81,17340,17430,16650,141616,2410568675,223990470000,13309000,KSQ
483,160980,KR7160980009,싸이맥스,KOSDAQ,우량기업부,20500,2,-950,-4.43,21800,22000,20200,216726,4528297025,223946981500,10924243,KSQ
484,417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,11100,2,-880,-7.35,11870,12080,10930,900334,10130776015,223917280800,20172728,KSQ
485,405100,KR7405100009,큐알티,KOSDAQ,우량기업부,18160,1,380,2.14,17830,18550,17690,140130,2552701375,223173706160,12289301,KSQ
486,078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,12620,1,320,2.6,12530,13200,12490,72799,931183765,222172222640,17604772,KSQ
487,036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,36950,1,650,1.79,36400,37500,35850,32082,1172836150,221700000000,6000000,KSQ
488,267320,KR7267320000,나인테크,KOSDAQ,벤처기업부,3860,1,80,2.12,3825,4165,3675,17932595,70916379024,221623038700,57415295,KSQ
489,469610,KR7469610000,이노테크,KOSDAQ,중견기업부,24900,1,200,0.81,25150,25150,24200,145200,3569448025,221034810000,8876900,KSQ
490,032620,KR7032620007,유비케어,KOSDAQ,중견기업부,4230,1,25,0.59,4220,4280,4170,386021,1629665414,220793897970,52197139,KSQ
491,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,16560,2,-370,-2.19,16830,17300,16320,216640,3581593425,220715306640,13328219,KSQ
492,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,2830,2,-25,-0.88,2855,2890,2800,137244,388126415,220039962710,77752637,KSQ
493,102120,KR7102120003,어보브반도체,KOSDAQ,벤처기업부,12360,1,240,1.98,12350,12760,12210,552325,6903897050,219770107080,17780753,KSQ
494,054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,14450,2,-300,-2.03,14860,14950,14380,202529,2957674160,218834166850,15144233,KSQ
495,032940,KR7032940009,원익,KOSDAQ,우량기업부,12010,2,-260,-2.12,12400,12700,11900,243026,2963226460,218500692300,18193230,KSQ
496,388050,KR7388050007,지투파워,KOSDAQ,벤처기업부,11650,1,770,7.08,11100,11890,10820,4267021,48274171840,217964941050,18709437,KSQ
497,293580,KR7293580007,나우IB,KOSDAQ,벤처기업부,2295,1,220,10.6,2085,2420,2075,17430325,39547541073,217864235250,94929950,KSQ
498,033340,KR7033340001,좋은사람들,KOSDAQ,중견기업부,2245,1,130,6.15,2150,2350,2140,9816417,21992663261,217654002710,96950558,KSQ
499,293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,7730,2,-260,-3.25,8010,8800,7730,427507,3410234010,217162020650,28093405,KSQ
500,356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,7600,1,50,0.66,7620,7660,7530,126597,959990220,216930539200,28543492,KSQ
501,476040,KR7476040001,오가노이드사이언스,KOSDAQ,기술성장기업부,32900,1,2350,7.69,30800,33550,30800,229106,7453813675,216671504000,6585760,KSQ
502,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,20100,1,390,1.98,19870,20300,19650,39251,785634780,215399439000,10716390,KSQ
503,217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,2290,1,30,1.33,2215,2340,2110,983314,2231633375,215384001210,94054149,KSQ
504,060150,KR7060150000,인선이엔티,KOSDAQ,중견기업부,4600,1,15,0.33,4600,4685,4570,206328,954101869,214192615200,46563612,KSQ
505,064290,KR7064290000,인텍플러스,KOSDAQ,벤처기업부,16650,2,-100,-0.6,17020,17020,16400,108059,1805785685,214184967300,12863962,KSQ
506,452450,KR7452450000,피아이이,KOSDAQ,벤처기업부,5960,1,110,1.88,5850,6030,5830,414061,2454599475,213835860000,35878500,KSQ
507,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,14600,1,2920,25.0,12500,15180,12330,4516161,64535669365,213380591400,14615109,KSQ
508,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,5610,2,-40,-0.71,5800,5800,5540,354822,2006196160,213240599220,38010802,KSQ
509,488280,KR7488280009,에스투더블유,KOSDAQ,기술성장기업부,19960,1,120,0.6,19880,20150,19600,130677,2592595130,212758889480,10659263,KSQ
510,461300,KR7461300006,아이스크림미디어,KOSDAQ,중견기업부,15990,1,540,3.5,15450,15990,15320,32518,508970510,212705903670,13302433,KSQ
511,119610,KR7119610004,인터로조,KOSDAQ,중견기업부,18590,2,-40,-0.21,18630,18860,18400,135580,2530418180,212181556730,11413747,KSQ
512,101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,15620,1,40,0.26,15620,16130,15350,232116,3632924560,210870000000,13500000,KSQ
513,307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,6290,1,390,6.61,5950,6400,5950,3007380,18668875500,210793857730,33512537,KSQ
514,053700,KR7053700001,삼보모터스,KOSDAQ,우량기업부,8350,1,170,2.08,8300,9340,8100,2574584,22359847660,210636690850,25225951,KSQ
515,048870,KR7048870000,시너지이노베이션,KOSDAQ,벤처기업부,2390,1,10,0.42,2400,2420,2360,308925,739370190,210575641570,88106963,KSQ
516,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,17300,2,-100,-0.57,17400,17450,17210,31278,540840280,209735079500,12123415,KSQ
517,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,4605,1,150,3.37,4550,4815,4550,326047,1524521959,209713974870,45540494,KSQ
518,219130,KR7219130002,타이거일렉,KOSDAQ,중견기업부,33200,1,1350,4.24,32950,35250,32300,86166,2875957975,209634428000,6314290,KSQ
519,008830,KR7008830002,대동기어,KOSDAQ,중견기업부,23300,2,-1000,-4.12,24300,24300,23100,556590,13127015400,209409216000,8987520,KSQ
520,119830,KR7119830008,아이텍,KOSDAQ,중견기업부,8560,2,-710,-7.66,9480,9660,8540,900497,8042167065,209269238960,24447341,KSQ
521,458650,KR7458650009,성우,KOSDAQ,벤처기업부,13890,2,-90,-0.64,14330,14330,13860,257988,3607109280,208984356300,15045670,KSQ
522,234030,KR7234030005,싸이닉솔루션,KOSDAQ,중견기업부,8820,2,-70,-0.79,8970,9080,8780,334240,2967316900,208196100000,23605000,KSQ
523,131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,11710,4,2700,29.97,9340,11710,9280,5171709,58776643570,206641568900,17646590,KSQ
524,125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,5870,1,300,5.39,5690,6330,5660,11871677,70773653355,205676288500,35038550,KSQ
525,067000,KR7067000000,조이시티,KOSDAQ,중견기업부,2940,1,125,4.44,2830,3060,2830,1256413,3717571033,205516131240,69903446,KSQ
526,232680,KR7232680009,라온로보틱스,KOSDAQ,기술성장기업부,15780,2,-470,-2.89,16250,16490,15690,473590,7593270100,205372518300,13014735,KSQ
527,0015S0,KR70015S0005,페스카로,KOSDAQ,기술성장기업부,21250,2,-1150,-5.13,22600,23150,21050,386390,8497389725,205333012500,9662730,KSQ
528,425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,9580,2,-350,-3.52,10000,10040,9510,298492,2909207175,204332605560,21329082,KSQ
529,146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,15960,1,150,0.95,16190,16480,15730,52602,843392235,204254851080,12797923,KSQ
530,340450,KR7340450006,지씨지놈,KOSDAQ,기술성장기업부,8610,2,-560,-6.11,9170,9170,8240,917958,7804333500,203633327730,23650793,KSQ
531,418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,6670,1,200,3.09,6550,6800,6480,307775,2045642050,203296984360,30479308,KSQ
532,038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,18500,2,-20,-0.11,18520,18610,18270,47468,877972200,200565900000,10841400,KSQ
533,086820,KR7086820008,바이오솔루션,KOSDAQ,기술성장기업부,8250,2,-50,-0.6,8350,8440,8050,134351,1097839035,200411079000,24292252,KSQ
534,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,7830,1,190,2.49,7790,7900,7370,598564,4551178635,199891224360,25528892,KSQ
535,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,5820,1,70,1.22,5830,5960,5610,211354,1219418155,199481204220,34275121,KSQ
536,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2130,1,10,0.47,2140,2185,2105,1480379,3169688254,197484901080,92715916,KSQ
537,038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,11790,1,190,1.64,11700,11830,11600,99486,1166782430,197138491380,16720822,KSQ
538,464490,KR7464490002,쿼드메디슨,KOSDAQ,기술성장기업부,17300,2,-350,-1.98,18050,18050,16800,502223,8700779330,196206963900,11341443,KSQ
539,365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,3910,3,0,0.0,3935,3960,3850,760990,2956909029,196168610000,50171000,KSQ
540,047560,KR7047560008,이스트소프트,KOSDAQ,중견기업부,16720,2,-270,-1.59,17100,17280,16700,80796,1367358215,196166263040,11732432,KSQ
541,182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,12590,2,-40,-0.32,12770,12880,12590,35464,449730170,195772598910,15549849,KSQ
542,066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,26100,1,400,1.56,25750,26600,25650,23124,605851350,195750000000,7500000,KSQ
543,082800,KR7082800004,비보존 제약,KOSDAQ,중견기업부,3900,1,120,3.17,3745,4115,3700,815292,3215060258,195408197400,50104666,KSQ
544,264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,20050,1,430,2.19,19940,20450,19700,197235,3939355245,194909498600,9721172,KSQ
545,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,6700,1,550,8.94,6150,6780,6020,389512,2517981730,194824971800,29078354,KSQ
546,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,16960,2,-270,-1.57,17290,17460,16780,103355,1763212480,194520515200,11469370,KSQ
547,217820,KR7217820000,원익피앤이,KOSDAQ,중견기업부,4095,2,-5,-0.12,4200,4205,4050,297685,1222502962,194326419105,47454559,KSQ
548,456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,17700,1,740,4.36,17150,18800,16690,1533652,27555222680,194072623500,10964555,KSQ
549,260970,KR7260970009,에스앤디,KOSDAQ,우량기업부,67000,1,1600,2.45,66600,70600,66600,59222,4045287700,193814518000,2892754,KSQ
550,054540,KR7054540000,삼영엠텍,KOSDAQ,중견기업부,14820,2,-190,-1.27,15100,15410,14750,818135,12339161775,192660000000,13000000,KSQ
551,046120,KR7046120002,오르비텍,KOSDAQ,중견기업부,6870,2,-110,-1.58,7130,7290,6820,4095878,28768095010,190324309080,27703684,KSQ
552,101970,KR7101970002,우양에이치씨,KOSDAQ,중견기업부,12850,1,550,4.47,12300,12860,12270,31239,394057950,190051615650,14790009,KSQ
553,0015N0,KR70015N0000,아로마티카,KOSDAQ,벤처기업부,14940,2,-110,-0.73,15020,16380,14620,4982270,77344811745,189962847000,12715050,KSQ
554,092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,15750,1,10,0.06,15760,15810,15680,21575,339209245,189686700000,12043600,KSQ
555,389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,13280,1,940,7.62,12550,14710,12490,8547044,118808427045,189502080800,14269735,KSQ
556,047770,KR7047770003,코데즈컴바인,KOSDAQ,중견기업부,5000,1,235,4.93,4820,5000,4820,1014052,4997408125,189213010000,37842602,KSQ
557,333430,KR7333430007,일승,KOSDAQ,중견기업부,6140,2,-190,-3.0,6390,6390,6100,422238,2632816395,188662226580,30726747,KSQ
558,158430,KR7158430009,아톤,KOSDAQ,벤처기업부,7700,2,-170,-2.16,7930,8000,7670,776901,6072826790,188512108400,24482092,KSQ
559,104480,KR7104480009,티케이케미칼,KOSDAQ,우량기업부,2070,1,45,2.22,2060,2105,2035,887592,1831958877,188153548380,90895434,KSQ
560,052330,KR7052330008,코텍,KOSDAQ,우량기업부,10580,1,350,3.42,10440,10640,10390,92641,975971135,187917611620,17761589,KSQ
561,016790,KR7016790008,현대사료,KOSDAQ,관리종목(소속부없음),994,0,0,0.0,0,0,0,0,0,187340898626,188471729,KSQ
562,007330,KR7007330004,푸른저축은행,KOSDAQ,우량기업부,12410,2,-1080,-8.01,13500,13500,12290,210987,2656069160,187177548000,15082800,KSQ
563,264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,12670,2,-470,-3.58,13250,13340,12470,146007,1860447525,185811796310,14665493,KSQ
564,023910,KR7023910003,대한약품,KOSDAQ,우량기업부,30950,1,250,0.81,31100,31100,30500,20406,629193625,185700000000,6000000,KSQ
565,452280,KR7452280001,한선엔지니어링,KOSDAQ,중견기업부,10390,2,-380,-3.53,10900,10900,10330,292191,3067291065,185636893590,17866881,KSQ
566,011040,KR7011040003,경동제약,KOSDAQ,중견기업부,6030,1,120,2.03,5920,6260,5910,121534,732276705,185535658980,30768766,KSQ
567,108230,KR7108230004,톱텍,KOSDAQ,우량기업부,4855,1,25,0.52,4835,5000,4835,212883,1047189780,184602854475,38023245,KSQ
568,126730,KR7126730001,코칩,KOSDAQ,벤처기업부,21700,1,3490,19.17,18500,22350,18390,2061025,43843979125,184525082000,8503460,KSQ
569,215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,9050,2,-80,-0.88,9160,9270,8920,480098,4350770130,184153508700,20348454,KSQ
570,297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,6730,1,30,0.45,6850,6900,6660,306603,2069427760,183527100000,27270000,KSQ
571,166480,KR7166480004,코아스템켐온,KOSDAQ,벤처기업부,3460,1,55,1.62,3395,3555,3215,764543,2584876287,182931500960,52870376,KSQ
572,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,2895,3,0,0.0,2990,3060,2885,1469832,4342572038,181337010000,62638000,KSQ
573,214680,KR7214680001,디알텍,KOSDAQ,벤처기업부,2160,2,-105,-4.64,2265,2300,2140,964293,2100068651,180310440960,83477056,KSQ
574,021080,KR7021080007,에이티넘인베스트,KOSDAQ,우량기업부,3755,2,-30,-0.79,3840,4000,3730,1544055,5957794005,180240000000,48000000,KSQ
575,106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,16930,1,760,4.7,16130,17330,16050,77641,1308473540,180019618890,10633173,KSQ
576,107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,31950,2,-750,-2.29,33000,34150,31750,40365,1310563625,179880225300,5630054,KSQ
577,432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,12700,1,210,1.68,12580,12980,12580,220361,2818384480,179788972400,14156612,KSQ
578,040300,KR7040300006,YTN,KOSDAQ,중견기업부,3755,1,90,2.46,3690,3970,3660,1735871,6652193954,179027059900,47676980,KSQ
579,148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,5030,2,-30,-0.59,5080,5130,5020,181017,916767670,178780374540,35542818,KSQ
580,331740,KR7331740001,아우토크립트,KOSDAQ,기술성장기업부,18380,1,150,0.82,18230,18920,18050,107718,1982921930,178625864580,9718491,KSQ
581,489460,KR7489460006,바이오비쥬,KOSDAQ,벤처기업부,11860,2,-60,-0.5,11920,12230,11840,93020,1112235685,178426939800,15044430,KSQ
582,0004V0,KR70004V0003,엔비알모션,KOSDAQ,기술성장기업부,17040,1,340,2.04,16840,17900,16550,620674,10564347525,177292134720,10404468,KSQ
583,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,29900,1,50,0.17,29950,30000,29750,6267,187359300,177210692100,5926779,KSQ
584,380540,KR7380540005,옵티코어,KOSDAQ,벤처기업부,3630,1,405,12.56,3230,3700,3230,2921110,10365872156,177119196210,48793167,KSQ
585,123330,KR7123330003,제닉,KOSDAQ,벤처기업부,22050,1,1550,7.56,20600,22450,20300,283129,6185578750,175709394000,7968680,KSQ
586,069510,KR7069510006,에스텍,KOSDAQ,우량기업부,16100,1,380,2.42,15860,16350,15830,42935,691870450,175651000000,10910000,KSQ
587,017510,KR7017510009,세명전기,KOSDAQ,중견기업부,11490,1,560,5.12,11320,12090,11040,3368226,39114869775,175176540000,15246000,KSQ
588,250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,5440,2,-420,-7.17,5950,6020,5410,2378011,13171104620,175011948160,32171314,KSQ
589,234690,KR7234690006,녹십자웰빙,KOSDAQ,우량기업부,9810,1,270,2.83,9550,9910,9550,208967,2040687505,174149827560,17752276,KSQ
590,122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6530,1,70,1.08,6500,6570,6450,100479,655910695,173953198930,26639081,KSQ
591,297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,2375,1,80,3.49,2310,2385,2310,624488,1463156803,173709670750,73140914,KSQ
592,023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,10810,1,50,0.46,10800,11150,10700,29622,322700350,173049723000,16008300,KSQ
593,053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,13300,2,-370,-2.71,14080,14080,13200,241418,3256301650,172897433100,12999807,KSQ
594,256940,KR7256940008,킵스파마,KOSDAQ,벤처기업부,8580,1,30,0.35,8500,8620,8300,82467,698306565,172270501260,20078147,KSQ
595,290690,KR7290690007,소룩스,KOSDAQ,중견기업부,3510,2,-220,-5.9,3730,3730,3460,722975,2562511752,171127087560,48754156,KSQ
596,322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,8170,2,-70,-0.85,8290,8430,8030,260878,2130986330,170932609280,20921984,KSQ
597,240550,KR7240550004,동방메디컬,KOSDAQ,벤처기업부,8110,2,-10,-0.12,8130,8410,8010,153896,1256397535,169774253400,20933940,KSQ
598,143240,KR7143240000,사람인,KOSDAQ,우량기업부,14480,1,230,1.61,14300,14500,13650,35213,506408060,169550128240,11709263,KSQ
599,042600,KR7042600007,새로닉스,KOSDAQ,중견기업부,13630,2,-150,-1.09,13950,14150,13380,29666,403608255,169333313620,12423574,KSQ
600,037070,KR7037070000,파세코,KOSDAQ,중견기업부,8460,1,130,1.56,8390,8550,8300,64443,546288080,169200000000,20000000,KSQ
601,073010,KR7073010001,케이에스피,KOSDAQ,우량기업부,4200,2,-50,-1.18,4250,4320,4150,406010,1709490904,168803250000,40191250,KSQ
602,337930,KR7337930002,젝시믹스,KOSDAQ,우량기업부,5670,1,120,2.16,5550,5700,5470,375544,2101457065,168265613250,29676475,KSQ
603,064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,14700,2,-480,-3.16,15300,15310,14440,168325,2458557005,167731880400,11410332,KSQ
604,088130,KR7088130000,동아엘텍,KOSDAQ,중견기업부,9570,2,-1080,-10.14,10800,10860,8900,1529049,14485650085,167334454980,17485314,KSQ
605,310200,KR7310200001,애니플러스,KOSDAQ,중견기업부,3205,2,-25,-0.77,3230,3305,3200,415550,1351202328,167181889380,52162836,KSQ
606,109740,KR7109740001,디에스케이,KOSDAQ,벤처기업부,6490,2,-60,-0.92,6680,6830,6490,56806,378790370,166860431100,25710390,KSQ
607,011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,15800,1,50,0.32,16190,16200,15600,39851,630726180,166374000000,10530000,KSQ
608,039560,KR7039560008,다산네트웍스,KOSDAQ,중견기업부,4190,1,110,2.7,4180,4260,4110,586198,2457939520,165982580390,39613981,KSQ
609,122450,KR7122450000,KX,KOSDAQ,중견기업부,3700,1,20,0.54,3685,3775,3680,88352,328874280,165833385800,44819834,KSQ
610,360070,KR7360070007,탑머티리얼,KOSDAQ,우량기업부,20350,2,-700,-3.33,21100,21450,20200,42972,887588075,165751625050,8145043,KSQ
611,039830,KR7039830005,오로라,KOSDAQ,우량기업부,15370,2,-180,-1.16,15610,15940,15070,83512,1299217000,165425619300,10762890,KSQ
612,308080,KR7308080001,바이젠셀,KOSDAQ,기술성장기업부,8060,1,520,6.9,7600,8310,7600,851260,6901629650,165224035600,20499260,KSQ
613,413630,KR7413630005,씨피시스템,KOSDAQ,벤처기업부,4525,2,-115,-2.48,4660,4690,4520,651533,2986532376,164875732650,36436626,KSQ
614,336680,KR7336680004,탑런토탈솔루션,KOSDAQ,중견기업부,4195,2,-50,-1.18,4245,4285,4180,142405,601943120,164215615810,39145558,KSQ
615,071200,KR7071200000,인피니트헬스케어,KOSDAQ,중견기업부,6730,2,-120,-1.75,7000,7000,6670,67242,453492320,164188162340,24396458,KSQ
616,309960,KR7309960003,LB인베스트먼트,KOSDAQ,벤처기업부,7020,1,160,2.33,6970,7240,6780,649735,4597852695,162985017780,23217239,KSQ
617,445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,9480,3,0,0.0,9550,9670,9450,107240,1021630200,162953502240,17189188,KSQ
618,382840,KR7382840007,원준,KOSDAQ,우량기업부,10670,1,460,4.51,10470,10960,10230,778853,8311409780,162947769270,15271581,KSQ
619,063170,KR7063170005,서울옥션,KOSDAQ,중견기업부,9160,2,-140,-1.51,9210,9360,9100,176276,1622368590,162812285720,17774267,KSQ
620,036220,KR7036220002,오상헬스케어,KOSDAQ,중견기업부,11150,1,250,2.29,10900,11280,10870,42847,475180420,161779988400,14509416,KSQ
621,089600,KR7089600001,KT나스미디어,KOSDAQ,우량기업부,13970,1,310,2.27,13820,14000,13690,52846,734133555,161607237110,11568163,KSQ
622,080420,KR7080420003,모다이노칩,KOSDAQ,중견기업부,2020,2,-80,-3.81,2090,2090,2000,126637,256791640,161037676440,79721622,KSQ
623,138360,KR7138360003,앤로보틱스,KOSDAQ,중견기업부,2090,1,50,2.45,2030,2190,2020,941776,1996510054,160912698980,76991722,KSQ
624,147830,KR7147830004,제룡산업,KOSDAQ,벤처기업부,8020,1,20,0.25,8100,8350,7920,982668,7999193400,160400000000,20000000,KSQ
625,203650,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,1674,1,4,0.24,1680,1685,1655,460319,768056861,160089380856,95632844,KSQ
626,035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,11700,2,-70,-0.59,11770,11980,11600,25529,299156330,160016196600,13676598,KSQ
627,006620,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,5620,1,60,1.08,5560,5660,5510,157220,877638745,159973255040,28464992,KSQ
628,013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,4860,1,90,1.89,4840,4890,4775,321364,1556829462,159833424960,32887536,KSQ
629,307750,KR7307750000,국전약품,KOSDAQ,우량기업부,3185,1,35,1.11,3150,3210,3105,94931,300886502,159811770300,50176380,KSQ
630,066410,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,159637252154,138453818,KSQ
631,225190,KR7225190008,LK삼양,KOSDAQ,중견기업부,2265,2,-75,-3.21,2325,2370,2230,2974381,6785616587,159611016600,70468440,KSQ
632,149950,KR7149950008,아바텍,KOSDAQ,우량기업부,11660,1,510,4.57,11500,12000,11300,377138,4403997795,159365416980,13667703,KSQ
633,223250,KR7223250002,드림씨아이에스,KOSDAQ,중견기업부,6480,1,480,8.0,6000,6710,5940,1085640,6976111410,159262135200,24577490,KSQ
634,263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,17540,2,-440,-2.45,17910,18170,17500,49126,871784685,159256184000,9079600,KSQ
635,381620,KR7381620004,제닉스로보틱스,KOSDAQ,중견기업부,12140,2,-270,-2.18,12420,12660,12020,195493,2392454985,159251548800,13117920,KSQ
636,136150,KR7136150000,원일티엔아이,KOSDAQ,벤처기업부,19000,2,-150,-0.78,19150,19280,18630,48677,924324510,159239570000,8381030,KSQ
637,046070,KR7046070009,코다코,KOSDAQ,관리종목(소속부없음),10280,0,0,0.0,0,0,0,0,0,159196994920,15486089,KSQ
638,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,25600,1,100,0.39,25750,25900,24900,13754,349007250,159138892800,6216363,KSQ
639,205100,KR7205100001,엑셈,KOSDAQ,벤처기업부,2220,1,60,2.78,2195,2245,2130,1037317,2295021126,158646323760,71462308,KSQ
640,041440,KR7041440009,현대에버다임,KOSDAQ,우량기업부,8840,2,-10,-0.11,8900,8950,8740,282599,2492069740,158376944960,17915944,KSQ
641,263720,KR7263720005,디앤씨미디어,KOSDAQ,벤처기업부,12740,1,140,1.11,12600,12760,12490,30166,379887350,158136409340,12412591,KSQ
642,104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,15020,1,40,0.27,15010,15210,14650,58453,879015240,157981877020,10518101,KSQ
643,005160,KR7005160007,동국산업,KOSDAQ,중견기업부,2910,2,-10,-0.34,2935,2950,2860,125499,363941540,157851442620,54244482,KSQ
644,003100,KR7003100005,선광,KOSDAQ,우량기업부,23850,3,0,0.0,24300,24600,23850,52426,1268290150,157410000000,6600000,KSQ
645,054800,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,15200,3,0,0.0,15670,15790,15000,43278,664368460,157285891200,10347756,KSQ
