Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,12.09340545533916,12.716399373302508,12.09340545533916,12.569812774658203,90700,0.0,0.0
2022-01-04 00:00:00-05:00,12.630888587930485,12.997355602399686,12.520948367093073,12.862983703613281,91400,0.0,0.0
2022-01-05 00:00:00-05:00,13.00957114111462,13.186697323118276,12.423224810964447,12.667535781860352,55500,0.0,0.0
2022-01-06 00:00:00-05:00,12.856877411494622,12.856877411494622,12.5209499519414,12.740830421447754,28200,0.0,0.0
2022-01-07 00:00:00-05:00,12.740829468966352,13.101188582621226,12.734721549162606,12.979032516479492,51000,0.0,0.0
2022-01-10 00:00:00-05:00,12.954600025174615,13.095079841921274,12.520948230992461,12.997355461120605,41600,0.0,0.0
2022-01-11 00:00:00-05:00,13.095081322348985,13.62645755740506,12.97292525005488,13.559272766113281,61100,0.0,0.0
2022-01-12 00:00:00-05:00,13.620349570416675,13.77915199763262,13.528733099129262,13.663105010986328,44500,0.0,0.0
2022-01-13 00:00:00-05:00,13.54705623667469,13.785259284066141,13.33939162331978,13.608134269714355,47000,0.0,0.0
2022-01-14 00:00:00-05:00,13.540948316874067,13.693642816989936,13.437116010196611,13.608134269714355,30600,0.0,0.0
2022-01-18 00:00:00-05:00,13.742504511516028,13.882983166930666,13.485977714035734,13.821905136108398,56900,0.0,0.0
2022-01-19 00:00:00-05:00,13.962385109110487,13.962385109110487,13.406577235988813,13.437115669250488,75700,0.0,0.0
2022-01-20 00:00:00-05:00,13.424901947670573,13.913525111701121,13.339393389076092,13.650890350341797,78600,0.0,0.0
2022-01-21 00:00:00-05:00,13.644777190126455,13.791363733556238,13.431004710762329,13.522621154785156,68200,0.0,0.0
2022-01-24 00:00:00-05:00,13.443223714366402,13.626456645579736,13.07675668697317,13.46765422821045,104800,0.0,0.0
2022-01-25 00:00:00-05:00,13.437115989160208,14.04789398866749,13.29052940907445,14.011247634887695,92600,0.0,0.0
2022-01-26 00:00:00-05:00,14.047894863372154,14.640349140395939,14.047894863372154,14.353283882141113,140700,0.0,0.0
2022-01-27 00:00:00-05:00,14.51208396919762,14.658670534749136,14.200587080538225,14.28609561920166,127800,0.0,0.0
2022-01-28 00:00:00-05:00,14.247790811553012,14.63082887727095,13.952661727545223,14.323142051696777,120100,0.639,0.0
2022-01-31 00:00:00-05:00,14.203836942542573,14.354540633468053,14.065690994262695,14.065690994262695,37500,0.0,0.0
2022-02-01 00:00:00-05:00,13.95894303146127,14.442451477050781,13.783122649564378,14.442451477050781,69200,0.0,0.0
2022-02-02 00:00:00-05:00,14.586874456406829,14.91967917574619,14.266628676896067,14.819210052490234,100100,0.0,0.0
2022-02-03 00:00:00-05:00,14.819210506166913,15.064103851889685,14.74385806257489,15.001310348510742,74600,0.0,0.0
2022-02-04 00:00:00-05:00,15.01386881401873,15.158293028843406,14.756416536222947,14.938517570495605,62000,0.0,0.0
2022-02-07 00:00:00-05:00,15.013867846916218,15.315275196966725,14.737577177193415,15.13945484161377,66700,0.0,0.0
2022-02-08 00:00:00-05:00,15.070385149970893,15.070385149970893,14.291748727611456,14.429893493652344,76000,0.0,0.0
2022-02-09 00:00:00-05:00,14.681063667707836,14.681063667707836,14.28546665650958,14.480125427246094,39200,0.0,0.0
2022-02-10 00:00:00-05:00,14.561760010676899,14.681066364311135,14.29802822220728,14.33570384979248,51900,0.0,0.0
2022-02-11 00:00:00-05:00,14.46128941265706,15.001310679171688,14.429892061432295,14.436171531677246,151600,0.0,0.0
2022-02-14 00:00:00-05:00,14.442448380358925,14.995028487060265,14.285465245789807,14.473844528198242,54700,0.0,0.0
2022-02-15 00:00:00-05:00,14.417335878268474,14.542922911813179,13.971504184789532,14.05313491821289,73100,0.0,0.0
2022-02-16 00:00:00-05:00,13.940103536208152,14.461287521517857,13.871030570233001,13.902426719665527,55400,0.0,0.0
2022-02-17 00:00:00-05:00,13.921269664301906,14.335705199827535,13.889873504638672,13.889873504638672,17600,0.0,0.0
2022-02-18 00:00:00-05:00,13.877314363367699,14.360822880466324,13.707772229161161,13.789402961730957,52100,0.0,0.0
2022-02-22 00:00:00-05:00,14.329423576186004,14.329423576186004,13.374965614460775,13.613580703735352,99000,0.0,0.0
2022-02-23 00:00:00-05:00,13.814520937912304,13.95266571612421,13.51939296722412,13.519392967224121,61300,0.0,0.0
2022-02-24 00:00:00-05:00,14.166159891175814,14.166159891175814,13.651255322798866,14.002897262573242,163900,0.0,0.0
2022-02-25 00:00:00-05:00,14.090807657535713,14.555477630498546,14.00917575011638,14.360818862915039,66300,0.0,0.0
2022-02-28 00:00:00-05:00,14.568040771610423,14.925962259581642,14.417335852550918,14.781538009643555,124900,0.0,0.0
2022-03-01 00:00:00-05:00,14.951077239037575,15.07038478728919,14.819211947038351,14.888283729553223,115500,0.0,0.0
2022-03-02 00:00:00-05:00,15.007592447408221,15.089224375405765,14.94479893303011,14.9761962890625,99000,0.0,0.0
2022-03-03 00:00:00-05:00,14.787813164777672,15.00131035778621,14.442450692509635,14.919679641723633,85000,0.0,0.0
2022-03-04 00:00:00-05:00,15.051547134293015,15.528776153682903,14.69362566917226,14.75641918182373,144300,0.0,0.0
2022-03-07 00:00:00-05:00,14.988752596594608,15.21480753185615,14.63082998686479,15.038987159729004,109000,0.0,0.0
2022-03-08 00:00:00-05:00,15.22108788355371,15.52249527981738,14.888283134958492,15.453423500061035,203300,0.0,0.0
2022-03-09 00:00:00-05:00,14.957354099614525,15.195969154478119,14.367097129763195,14.455008506774902,200100,0.0,0.0
2022-03-10 00:00:00-05:00,14.455012450741068,14.86944797733167,14.455012450741068,14.787816047668457,62200,0.0,0.0
2022-03-11 00:00:00-05:00,14.756417240031343,15.07038356428733,14.756417240031343,14.969914436340332,94200,0.0,0.0
2022-03-14 00:00:00-04:00,14.844329184926394,14.90712269674877,14.448732096512684,14.599435806274414,89900,0.0,0.0
2022-03-15 00:00:00-04:00,14.498965513428075,14.687344836228041,14.285468308821969,14.442451477050781,123500,0.0,0.0
2022-03-16 00:00:00-04:00,14.542922334152202,14.643391477922533,14.241514902841207,14.298028945922852,79500,0.0,0.0
2022-03-17 00:00:00-04:00,14.34198155724799,15.007589818617282,14.34198155724799,15.001310348510742,107400,0.0,0.0
2022-03-18 00:00:00-04:00,15.064102655645929,15.271320361960715,14.768974770193466,14.96363353729248,306800,0.0,0.0
2022-03-21 00:00:00-04:00,15.195970765286077,15.428305177469998,15.195970765286077,15.24620532989502,66200,0.0,0.0
2022-03-22 00:00:00-04:00,15.396907351564701,15.484817530661378,14.81292985285366,15.070382118225098,66500,0.0,0.0
2022-03-23 00:00:00-04:00,15.195971488952635,15.359232933441707,15.095502354950185,15.195971488952637,53400,0.0,0.0
2022-03-24 00:00:00-04:00,15.277601585698124,16.01856231689453,15.265042645040369,16.01856231689453,215900,0.0,0.0
2022-03-25 00:00:00-04:00,15.855300804873147,16.640216686302512,15.855300804873147,16.257177352905273,174500,0.0,0.0
2022-03-28 00:00:00-04:00,16.633938546569404,16.64021801784571,15.553894638465115,15.918095588684082,119100,0.0,0.0
2022-03-29 00:00:00-04:00,15.930652400999385,16.244618736711196,15.434585015685192,15.842741012573242,101900,0.0,0.0
2022-03-30 00:00:00-04:00,15.823905861481713,16.294855426434303,15.823905861481713,16.093915939331055,78700,0.0,0.0
2022-03-31 00:00:00-04:00,16.093911866844095,16.294851303100586,16.037399035221828,16.294851303100586,49900,0.0,0.0
2022-04-01 00:00:00-04:00,16.326246959625372,16.947900065519516,16.21321890442892,16.703006744384766,104300,0.0,0.0
2022-04-04 00:00:00-04:00,16.954182669664664,17.268149015399196,16.483233151062866,16.753244400024414,221600,0.0,0.0
2022-04-05 00:00:00-04:00,16.828596218324936,16.954183239917484,16.401602979820797,16.426719665527344,56500,0.0,0.0
2022-04-06 00:00:00-04:00,16.740683094016077,16.910225184208535,16.4267167926314,16.546024322509766,49100,0.0,0.0
2022-04-07 00:00:00-04:00,16.55858712469822,16.922788071355612,16.081358091546004,16.414161682128906,78800,0.0,0.0
2022-04-08 00:00:00-04:00,16.458116323735204,16.759524945207108,16.169267842029313,16.338809967041016,83400,0.0,0.0
2022-04-11 00:00:00-04:00,16.3388076393825,16.389042202856867,15.729712209858567,15.987164497375488,77600,0.0,0.0
2022-04-12 00:00:00-04:00,15.742269492517996,16.87882712000218,15.742269492517996,16.194381713867188,55700,0.0,0.0
2022-04-13 00:00:00-04:00,16.319972474855902,16.514631297324296,16.01228556266821,16.433000564575195,148300,0.0,0.0
