Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,15.901063436850073,16.49150017348128,15.81962361915347,16.430419921875,538500,0.0,0.0
2022-01-04 00:00:00-05:00,16.49150146774793,16.593300859524152,16.16574372473111,16.206462860107422,360540,0.0,0.0
2022-01-05 00:00:00-05:00,16.247183548819176,16.43042121134802,16.1046634683312,16.206462860107422,233720,0.0,0.0
2022-01-06 00:00:00-05:00,16.28790192876966,16.471141136135394,16.104662721403926,16.41006088256836,213280,0.0,0.0
2022-01-07 00:00:00-05:00,16.450781347105806,16.654380118464363,16.430420227301667,16.593299865722656,220540,0.0,0.0
2022-01-10 00:00:00-05:00,16.654384390845642,16.89870235781713,16.471145138949147,16.735822677612305,289740,0.0,0.0
2022-01-11 00:00:00-05:00,16.837622481551364,17.06158243538292,16.735823067386395,16.98014259338379,276560,0.0,0.0
2022-01-12 00:00:00-05:00,16.9394224279358,17.143021262662604,16.837623010572397,16.95978355407715,356240,0.0,0.0
2022-01-13 00:00:00-05:00,17.01114649422119,17.052235591558762,16.6002492510511,16.641338348388672,219100,0.375,0.0
2022-01-14 00:00:00-05:00,16.538610458374023,16.682423835380586,16.35370642547398,16.538610458374023,259800,0.0,0.0
2022-01-18 00:00:00-05:00,16.5386107358499,16.86732815127155,16.41534190099782,16.620790481567383,259620,0.0,0.0
2022-01-19 00:00:00-05:00,16.764607469561046,16.92896699637432,16.641338608175396,16.72351837158203,201420,0.0,0.0
2022-01-20 00:00:00-05:00,16.72351336909379,16.990595560962564,16.72351336909379,16.867326736450195,254920,0.0,0.0
2022-01-21 00:00:00-05:00,16.744057309627532,16.949505865573883,16.374249281944866,16.435884475708008,545580,0.0,0.0
2022-01-24 00:00:00-05:00,15.922269619507007,16.107173709223286,15.388103468342324,15.983904838562012,809880,0.0,0.0
2022-01-25 00:00:00-05:00,15.901719292971217,16.64133381573654,15.778450467085024,16.497520446777344,371900,0.0,0.0
2022-01-26 00:00:00-05:00,16.559158798782285,16.74406287407157,16.16880609927126,16.353710174560547,217620,0.0,0.0
2022-01-27 00:00:00-05:00,16.600252158277296,16.66188581507765,16.2715330522133,16.415348052978516,250260,0.0,0.0
2022-01-28 00:00:00-05:00,16.641334252394575,16.764603081515265,16.435885681377357,16.559154510498047,306980,0.0,0.0
2022-01-31 00:00:00-05:00,16.641338398464832,17.011146545410156,16.559158636093805,17.011146545410156,388840,0.0,0.0
2022-02-01 00:00:00-05:00,17.011144568533798,17.113868867697775,16.805695970205846,17.09332275390625,217040,0.0,0.0
2022-02-02 00:00:00-05:00,17.072777343496945,17.278225931426988,17.011143707586932,17.237136840820312,230040,0.0,0.0
2022-02-03 00:00:00-05:00,17.031689566382596,17.216593623269194,16.846785509495998,16.887874603271484,170120,0.0,0.0
2022-02-04 00:00:00-05:00,16.805697172204614,17.011145785226926,16.64133765480735,16.94951057434082,163580,0.0,0.0
2022-02-07 00:00:00-05:00,16.94950647527449,17.011141671254745,16.82623765076212,16.867326736450195,257740,0.0,0.0
2022-02-08 00:00:00-05:00,16.846789657882198,16.867334209828872,16.682430107411125,16.70297622680664,226560,0.0,0.0
2022-02-09 00:00:00-05:00,16.74405449316313,16.826234215208096,16.60024115517031,16.661874771118164,307780,0.0,0.0
2022-02-10 00:00:00-05:00,16.60024423619901,16.826237338181436,16.497519956438985,16.518064498901367,403560,0.0,0.0
2022-02-11 00:00:00-05:00,16.590651747394837,16.632127743880183,16.134409457224617,16.217361450195312,663200,0.375,0.0
2022-02-14 00:00:00-05:00,16.279579676590956,16.362533265269985,15.906289318639388,15.968504905700684,363380,0.0,0.0
2022-02-15 00:00:00-05:00,16.15515175354667,16.238105350795024,16.03072214877827,16.11367416381836,288300,0.0,0.0
2022-02-16 00:00:00-05:00,16.13441063457642,16.196624633844287,16.030719053588673,16.072195053100586,177500,0.0,0.0
2022-02-17 00:00:00-05:00,16.15515058285211,16.175888585109337,15.844075802369238,15.864813804626465,299860,0.0,0.0
2022-02-18 00:00:00-05:00,15.906283378601074,16.03071450625614,15.885545384727735,15.906283378601074,249960,0.0,0.0
2022-02-22 00:00:00-05:00,15.844070153543273,15.844070153543273,15.221920814390064,15.574471473693848,612920,0.0,0.0
2022-02-23 00:00:00-05:00,15.63668978287961,15.76111935609139,15.387829054248185,15.450044631958008,252040,0.0,0.0
2022-02-24 00:00:00-05:00,15.076752921589964,15.450043188559041,14.890109370313143,15.346351623535156,622860,0.0,0.0
2022-02-25 00:00:00-05:00,15.450043916898188,15.512259491728546,15.242660777074052,15.284136772155762,316240,0.0,0.0
2022-02-28 00:00:00-05:00,15.20117873551959,15.429299782146375,15.118225196144259,15.325608253479004,364040,0.0,0.0
2022-03-01 00:00:00-05:00,15.263395897021923,15.615948117581308,15.180442340289861,15.3048734664917,346480,0.0,0.0
2022-03-02 00:00:00-05:00,15.284140893958856,16.072197670695605,15.284140893958856,16.03072166442871,328460,0.0,0.0
