Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-11-13 00:00:00-05:00,13.685128869447778,14.538026537214007,12.841923441205706,13.568824768066406,1740300,0.0,0.0,0.0
2025-11-14 00:00:00-05:00,12.745002883251571,13.462212894254028,12.648083261004581,13.22960376739502,4634300,0.0,0.0,0.0
2025-11-17 00:00:00-05:00,13.084223482135851,13.326523916990219,13.074531242909003,13.132683753967285,2275000,0.0,0.0,0.0
2025-11-18 00:00:00-05:00,13.084224480002739,13.239296622247643,12.987303928948235,13.122992515563965,2023000,0.0,0.0,0.0
2025-11-19 00:00:00-05:00,13.103607534946573,13.181143597637151,12.890382900396094,13.035762786865234,1966400,0.0,0.0,0.0
2025-11-20 00:00:00-05:00,13.035763347491855,13.229603512554748,12.85161542175781,12.938843727111816,1573300,0.0,0.0,0.0
2025-11-21 00:00:00-05:00,12.938843727111816,13.138498681190327,12.764387116403805,12.938843727111816,1310400,0.0,0.0,0.0
2025-11-24 00:00:00-05:00,12.890383331545017,12.987302950998554,12.745002515910501,12.958227157592773,1373200,0.0,0.0,0.0
2025-11-25 00:00:00-05:00,12.841922623498549,13.229602936750979,12.81284683108031,13.210219383239746,1091200,0.0,0.0,0.0
2025-11-26 00:00:00-05:00,13.113298628305444,13.26837075107019,13.045454805671557,13.248987197875977,990600,0.0,0.0,0.0
2025-11-28 00:00:00-05:00,13.016379872831175,13.103608178719245,12.870999054916783,13.093915939331055,489800,0.0,0.0,0.0
2025-12-01 00:00:00-05:00,12.919458731981303,13.510671442864302,12.919458731981303,13.20052719116211,1280000,0.0,0.0,0.0
2025-12-02 00:00:00-05:00,13.142375775706938,13.326523696455643,13.084223265610994,13.171451568603516,1282100,0.0,0.0,0.0
2025-12-03 00:00:00-05:00,13.035762786865234,13.181143597637151,12.9388431706534,13.035762786865234,1146800,0.0,0.0,0.0
2025-12-04 00:00:00-05:00,12.967920373319059,13.13268475552999,12.967920373319059,13.122992515563965,1050900,0.0,0.0,0.0
2025-12-05 00:00:00-05:00,13.04545480955012,13.132683109706914,13.006686778847408,13.074530601501465,957100,0.0,0.0,0.0
2025-12-08 00:00:00-05:00,13.016379017598776,13.15206666290689,13.016379017598776,13.074530601501465,1045300,0.0,0.0,0.0
2025-12-09 00:00:00-05:00,13.103608210254965,13.450582247322394,13.084223731431933,13.25868034362793,1107600,0.0,0.0,0.0
2025-12-10 00:00:00-05:00,13.200526928436302,13.452519590080396,13.18114337524209,13.248987197875977,937100,0.0,0.0,0.0
2025-12-11 00:00:00-05:00,13.239295741127805,13.326524046410944,13.181144153807587,13.278063774108887,996500,0.0,0.0,0.0
2025-12-12 00:00:00-05:00,13.219912126459306,13.471903877534967,13.219912126459306,13.462212562561035,752000,0.0,0.0,0.0
2025-12-15 00:00:00-05:00,13.433134894164633,13.617283730180635,13.278062773921313,13.287755012512207,930100,0.0,0.0,0.0
2025-12-16 00:00:00-05:00,13.248987461566271,13.341061882903903,13.074530857832398,13.20052719116211,1070800,0.0,0.0,0.0
2025-12-17 00:00:00-05:00,13.190835733635657,13.316832074429293,13.13268414514803,13.22960376739502,1121200,0.0,0.0,0.0
2025-12-18 00:00:00-05:00,13.22960362539338,13.316831931491379,13.210220070873172,13.25868034362793,1051800,0.0,0.0,0.0
2025-12-19 00:00:00-05:00,13.248987197875977,13.278062989818675,13.190834689687817,13.248987197875977,887000,0.0,0.0,0.0
2025-12-22 00:00:00-05:00,13.219912005092015,13.500980471417517,13.200527526716488,13.481595993041992,1002800,0.0,0.0,0.0
2025-12-23 00:00:00-05:00,13.423444406521021,13.481595993041992,13.344938747984626,13.481595993041992,853400,0.0,0.0,0.0
2025-12-24 00:00:00-05:00,13.423444359647798,13.520363978278585,13.404059881339961,13.491288185119629,419500,0.0,0.0,0.0
2025-12-26 00:00:00-05:00,13.452519983062446,13.607592110357242,13.452519983062446,13.520363807678223,720400,0.0,0.0,0.0
2025-12-29 00:00:00-05:00,13.481595822707462,13.549439647559018,13.424412906246069,13.510671615600586,824800,0.0,0.0,0.0
2025-12-30 00:00:00-05:00,13.500981111222366,13.559132700499113,13.423445042651473,13.539749145507812,985400,0.0,0.0,0.0
2025-12-31 00:00:00-05:00,13.53974917268511,13.704513549804688,13.42344506959532,13.704513549804688,853600,0.0,0.0,0.0
2026-01-02 00:00:00-05:00,13.656052150318684,13.946812846231692,13.656052150318684,13.908044815063477,394800,0.0,0.0,0.0
2026-01-05 00:00:00-05:00,13.888660438209229,14.04082563176925,13.665744488448512,13.714203834533691,641000,0.0,0.0,0.0
2026-01-06 00:00:00-05:00,13.62697728090851,13.726804759959384,13.510672255224303,13.568824768066406,677300,0.0,0.0,0.0
2026-01-07 00:00:00-05:00,13.491287976529918,13.607592071670357,13.345908088680066,13.355599403381348,814000,0.0,0.0,0.0
2026-01-08 00:00:00-05:00,13.287755317245479,13.462211918671468,13.239295047482397,13.404059410095215,655100,0.0,0.0,0.0
2026-01-09 00:00:00-05:00,13.374983617958472,13.452519679858298,13.32652334819539,13.404059410095215,362900,0.0,0.0,0.0
