Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,98.05069190080089,99.9462420030273,97.94213866590391,99.58717346191406,10717700,0.0,0.0
2022-01-04 00:00:00-05:00,100.16334240175429,101.85848397878368,99.92118569019003,101.39920806884766,16413100,0.0,0.0
2022-01-05 00:00:00-05:00,102.07559697318091,103.41166374556504,101.93364127224267,102.05889892578125,15487100,0.0,0.0
2022-01-06 00:00:00-05:00,103.2279687516598,103.81249602470584,101.57458159653476,102.92735290527344,13318500,0.0,0.0
2022-01-07 00:00:00-05:00,103.16950563146992,104.83123845819252,102.66847502405149,104.40536499023438,14164600,0.0,0.0
2022-01-10 00:00:00-05:00,104.50556280151122,104.95648648431155,103.42835728774402,104.47216033935547,12626100,0.0,0.0
2022-01-11 00:00:00-05:00,105.09846453257647,106.88545522749153,104.2383716543819,106.86040496826172,14609000,0.0,0.0
2022-01-12 00:00:00-05:00,106.87709063315104,107.24450501073034,105.607828802582,106.32596588134766,12469200,0.0,0.0
2022-01-13 00:00:00-05:00,106.16730372807399,106.96895014038651,105.59112236012083,105.88339233398438,9691300,0.0,0.0
2022-01-14 00:00:00-05:00,105.84998316353055,107.88748241738014,105.84998316353055,107.68708038330078,13281000,0.0,0.0
2022-01-18 00:00:00-05:00,108.29665714076006,108.55551826101231,106.77688013994062,108.03779602050781,12905500,0.0,0.0
2022-01-19 00:00:00-05:00,108.51379400776553,108.68079999586399,107.33638076780005,107.64535522460938,12064300,0.0,0.0
2022-01-20 00:00:00-05:00,107.1109136638973,109.2736708549577,106.78524120148518,107.26121520996094,11370400,0.0,0.0
2022-01-21 00:00:00-05:00,106.6850427989767,107.2194631746188,105.40742865900808,105.97525787353516,13055700,0.0,0.0
2022-01-24 00:00:00-05:00,103.92105256187973,106.65999773471637,102.5766334204105,106.20072174072266,19513700,0.0,0.0
2022-01-25 00:00:00-05:00,106.150607376615,110.84354862990622,104.6057736187829,110.7182846069336,19984500,0.0,0.0
2022-01-26 00:00:00-05:00,110.97714011490432,112.48857770158263,109.88323650853185,110.80178833007812,17266500,0.0,0.0
2022-01-27 00:00:00-05:00,112.27145819191526,114.40081905106719,111.55332115389601,113.0396957397461,20654100,0.0,0.0
2022-01-28 00:00:00-05:00,108.55554200361065,110.27572778437418,106.94391584220733,109.0649185180664,24817800,0.0,0.0
2022-01-31 00:00:00-05:00,108.71418215152534,110.10870155952017,107.99604511142304,109.66613006591797,16401800,0.0,0.0
2022-02-01 00:00:00-05:00,109.24862775680697,113.34869008852682,108.98140800175284,112.55538940429688,16169700,0.0,0.0
2022-02-02 00:00:00-05:00,112.18796187153612,113.39877091472961,110.89364348395533,113.07310485839844,10906700,0.0,0.0
2022-02-03 00:00:00-05:00,112.60546828907165,113.02298947258065,111.21929490180528,112.06268310546875,9447700,0.0,0.0
2022-02-04 00:00:00-05:00,112.73907296991132,114.40081197911474,112.73907296991132,113.46556854248047,13034700,0.0,0.0
