Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-06-26 00:00:00-04:00,256.010009765625,267.989990234375,225.11000061035156,240.24000549316406,7067827,0.0,0.0
2026-06-29 00:00:00-04:00,,,,,0,110.505,0.5
